บริษัท บางกอก โพลีวูด จำกัด,0-7355-53002-95-1,166/2 หมู่8 ซ.กังวาล2 ถ.เพชรเกษม ต.อ้อมใหญ่ เขตสามพราน จ.นครปฐม 73160,,,02-8904611-27,,1,30,,,,,,,12,2
บริษัท ออฟฟิช คลับ (ไทย) จำกัด,0-1055-37143-21-5,เซาว์ทาวเวอร์ ห้อง2-6และ9 ชั้น14 ถ.สีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,,,02-739-5506,,1,30,,,,,,,12,2
บริษัท เพอเฟค คอมพาเนียน กรุ๊ป จำกัด ,0-0031-01797-44-2,169 หมู่16 ต.บางเสาธง อ.บางเสาธง จ.สมุทรปราการ 10540,,,085-975-7245,,1,30,,,,,,,12,2
บริษัท เบสท์ แวลู (ประเทศไทย) จำกัด,0-1055-50026-32-8,52/64 ซ.กรุงเทพกรีฑา 15 ถ.กรุงเทพกรีฑา แขวงสะพานสูง เขตสะพานสูง 10250,,,02-736-1648,,1,30,,,,,,,12,2
บริษัท ห้างเซ็นทรัลดีพาทเมนท์สโตร์ จำกัด,010-551-100-467-6,สาขาเซ็นเวิลด์ 4/5 ถ.ราชดำริห์ แขวงปทุมวัน เขตปทุมวัน กรุงเทพฯ 10330,,,02-1038876,,1,30,,,,,,,12,2
บริษัท จันทร์สว่าง เฮิร์บเบิล ไลน์ จำกัด,0-1055-47138-47-8,222 ถ.สวนสยาม แขวงคันนายาว เขตคันนายาว กรุงเทพฯ 10230,,,02-5435800,,1,30,,,,,,,12,2
บริษัท คอนเนอร์ พัทยา จำกัด ,0-0003-89338-88-8,256 หมู่5 ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,,02-554-7019401,,1,30,,,,,,,12,2
บริษัท สตาร์บิซ จำกัด ,0-1055-54144-66-6,53/49 ชั้น1 หมู่3 ซ.ท่าอิฐ-รัตนาธิเบศธ์ ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120,,,02-7165445,,1,30,,,,,,,12,2
บริษัท คอมม์เอ็กซ์เพรส (ประเทศไทย)จำกัด ,0-1055-53019-66-3,15/8 ซ.พระรามเก้า 55(วิเศษสุข4)แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250,,,02187-2229 คุณนก,,1,30,,,,,,,12,2
Asia-Pacific Regional Bureau for Education,,"Mom Luang Pin Malakul Centenary Building  920 Sukhumvit Road  Prakanong, Klongtoey, Bangkok 10110  Thailand",,, 02-391-0577 ext.103  ,,1,30,,,,,,,12,2
บจก.เค.วี.เอ็น.อิมปอร์ต เอ็กซ์ปอร์ต ,0-1055-56139-31-7,962 ซ. ลาดพร้าว 47 (สะพาน 2) ถ. ลาดพร้าว แขวง สะพานสอง เขตวังทองหลาง  กทม.10310,,,02-159-8999  ต่อ 535,,1,30,,,,,,,12,2
บริษัท ไลอ้อน ทรี-สตาร์ จำกัด,0-1055-41021-05-6,962 ซ. ลาดพร้าว 47 (สะพาน 2) ถ. ลาดพร้าว แขวง สะพาน 2 ,,,02-159-8999  ต่อ 535,,1,30,,,,,,,12,2
บจก.ออรินอล สยาม พลัส ,0-1055-53019-00-1,91/35-37 ถนนสุวินทวงศ์ แขวงมีนบุรี เขตมีนบุรี กทม. 10600,,,099-415-9770,,0,0,,,,,,,12,2
บริษัท  โลโกเน็ต โปรโมชั่น (ประเทศไทย) จำกัด,0-1055-53076-43-8,"285  ถนนโชคชัย 4 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร  10230
",,,"081-565 4686 / Tel. : +66-2-931 4471, +66-2-931 4274-5 Ext. 32",,0,0,,,,,,,12,2
บริษัท พาราไดซ์ พาร์ค  จำกัด,0-1055-43049-70-5,61 ถนน ศรีนครินทร์ แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250,,,02-787-1000   กด 0,,0,,,,,,,,12,2
บริษัท ดรีมเวิร์ค แอดเวอร์ไทซิ่ง จำกัด ,0-1055-55061-02-1,111/18 หมู่บ้านธาราดี ถนนราชพฤกษ์  ตำบลบางรักน้อย อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000,,,02-195-7402-4  ต่อ   14,,1,30,,,,,,,12,2
บริษัท ไทยซัมซุง ประกันชีวิต จำกัด (มหาชน),0-1075-56000-12-4,"อาคารชาญอิสระทาวเวอร์2  ชั้น 12,15  เลขที่ 2922/222-227,2922/262  ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วงขวาง กรุงเทพมหานคร 10310",,,02-308-2245  กด 0,,0,0,,,,,,,12,2
บริษัท  เอชอาร์ เซ็นเตอร์  จำกัด,0-1055-40023-93-4,52/37 ซอยกรุงเทพกรีฑา 15       ถนนกรุงเทพกรีฑา แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ,,,02-736-2245-7,,1,60,,,,,,,12,2
บริษัท เอ็มพีไอ บียอนด์ เทรนนิ่ง จำกัด,0-1055-56127-91-2,10/117 อาคารเดอะเทรนดี้ ชั้น 10 ซอยสุขุมวิท 13 (แสงจันทร์) แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร  10110,,,,,1,30,,,,,,,12,2
บริษัท ซันไฟว์ คอร์ปอเรชั่น  จำกัด,0-1055-55005-03-1,19/32 ม.11 ซ.เลียบวารี 79 ถ.เลียบวารี แขวงโคกแฝด เขตหนองจอก กทม. 10530,,,,,1,30,,,,,,,12,2
ห้างหุ้นส่วนจำกัด วาย.ซีเอช.มีเดีย,0-1035-55018-44-1,1626/61 ซอยตึกคู่ฟ้า ถนนดินแดง แขวงดินแดง เขตดินแดง กรุงเทพฯ 10400,,,,,1,15,,,,,,,12,2
บริษัท  ดีดี มีเดีย พลัส  จำกัด,0-1255-52000-16-1,7/1445 ม.7  ถ.บ้านกล้วย-ไทรน้อย ต.ทวีวัฒนา อ.ไทรน้อย จ.นนทบุรี  11150,,,,,1,15,,,,,,,12,2
บริษัท  ฟอร์แคร์  จำกัด,0-1055-46124-67-8,"252, 254 ถนนร่มเกล้า  แขวงมีนบุรี เขตมีนบุรี  กรุงเทพฯ 10510",,,,,1,30,,,,,,,12,2
บริษัท เมก้า ไดเร็ค จำกัด,,54 บีบีบิลดิ้ง ชั้น 9 ห้อง 3909 ถ.สุขุมวิท21 (อโศก) แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพ 10110,,,,,1,30,,,,,,,12,2
บริษัท คิง เพาเวอร์ อินเตอร์เนชั่นแนล จำกัด,0-1055-38051-68-3,เลขที่ 8 ถนนรางน้ำ แขวงถนนพญาไท เขตราชเทวี กรุงเทพฯ 10400 ,,,02-2058888 #2605,,1,90,,,,,,,12,2
"S.C.S  FUTURE CO.,LTD",0-1055-52065-90-4,"757,759Soi On-Nooch11, On-Nooch RD
Suanlung.,Bangkok 10250.Thailand.",,,02-311-6337,,1,30,,,,,,,12,2
"Success Publication Co.,Ltd",0-1055-56191-66-1,"34 Soi Lasalle 22, Sukhumvit 105 Rd.,
Bangna, Bangkok 10260",,,"081-7550969, 089-777-4067",,1,30,,,,,,,12,2
"TOM N TOMS HOLDINGS CO., LTD.",,"Room No. 75/40, Richmond Building 14 Fl, Sukhumvit 26, Klongtan, Klongtoei, Bangkok, Thailand, 10110",,,02 661 5547 ต่อ 109,,1,30,,,,,,,12,2
"VESPIARIO (THAILAND)  CO., LTD. ",,"Italthai Tower, 20 Fl., 2034/89-90  Phetchburi Road, Bangkapi, Huay Kwang, Bangkok  10310  Thailand.",,,02-716-0617 - 23  ,,1,30,,,,,,,12,2
"Burn Rubber  Co., Ltd.    ",0-1055-58122-35-7,"Italthai Tower, 20 Fl., 2034/91  Phetchburi Road, Bangkapi,Huay Kwang, Bangkok  10310  Thailand.",,,02-716-0617 - 23  ,,1,30,,,,,,,12,2
บริษัท  สกู๊ต ดีไซน์ จำกัด,0-1055-56035-69-4,2034/89-90 ชั้น 20 อาคารอิตัลไทย ทาวเวอร์ ถ.เพชรบุรีตัดใหม่,,,02-716-0617 - 23  ,,1,30,,,,,,,12,2
บริษัท สุวรรณชาด จำกัด ในพระบรมราชูปถัมป์,0-1055-43116-91-7,99 ชั้น 2 ถนนรามคำแหง  แขวงสะพานสูง เขตสะพานสูง กทม.,,,,,1,30,,,,,,,12,2
"32 Multi Print Co., Ltd.",0-1055-56082-96-0,"730, Phatthanakan 61, Phatthanakan Road, PrawetSub-District, Prawet District, Bangkok 10250",,,083-994-1565,,1,30,,,,,,,12,2
Asian Forum of Parliamentarians on Population and Development (AFPPD),,"Phyathai Plaza Building, Suite 9-C, Phyathai Road,Ratchathewee, Bangkok 10400 Thailand",,,02-219-2903,,1,7,,,,,,,12,2
บริษัท แอปริคอต ครีเอทีฟ โซลูชั่น จำกัด,0-1055-56153-53-1,102 ซอยพัฒนาการ 76 (ผาสุกหทัย 4) แขวงประเวศ เขตประเวศ กทม. 10250,,,086-397-2232,,1,30,,,,,,,12,2
Bespoke Hospitality Management Asia,0-1055-56103-58-4,"11th FL., The Trendy Bldg. 10/125 Soi Sukhumvit 13, Klongtoey-Nue,Wattana, Bangkok 10110 Thailand",,,02-168-7533,,1,30,,,,,,,12,2
"Asia City Media Group Co.,Ltd.",0-1055-45067-98-1,"9/F, Room A, Sathorn Nakorn Tower, 100 North Sathorn Road Silom, Bangrak, Bangkok 10500",,,02-624-9643,,1,60,,,,,,,12,2
บริษัท ไบรท์ อินโนเวชั่น จำกัด,0-1055-50125-03-9,70/19 ม..6 ถ.พุทธมณฑล สาย3 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพฯ 10170,,,28880088,,1,30,,,,,,,12,2
"BUSY-DAY CO., LTD.",0-1055-47058-37-7,"5/132 Baan Klang Muang Monte-Carlo Ratchavipa Kampaengpetch 6 Rd.,Ladyao,Jatujak,Bangkok 10900",,,02-196-2411-4,,1,90,,,,,,,12,2
บริษัท คอนวูด จำกัด,0-1055-42043-76-2,อาคารคอลัมน์ทาวเวอร์ ชั้น 7-19 ถ.รัชดาภิเษก แขวงคลองเตย เขตคลองเตย กรุงเทพ 10110,,,084-662-9394,,1,30,,,,,,,12,2
"Damrong Pinkoon Co.,Ltd",,"999 Gaysorn Plaza, 5th floor, Room 5C-1, Ploenchit Road,Lumpini, Pathumwan, Bangkok 10330",,,062-4514245,,1,90,,,,,,,12,2
บริษัท เดย์ โพเอทส์ จำกัด,0-1055-46029-34-9,เลขที่ 33 ซอยศูนย์วิจัย 4 แขวงบางกะปิ เขตห้วยขวาง กทม. 10310,,,027166900 ต่อ 310,,1,90,,,,,,,12,2
Extender,0-1055-41007-95-9,268 ซอยพหลโยธิน30 ถนนพหลโยธิน แขวงจันทรเกษม เขตจตุจักร กทม. 10900,,,086-013-3553,,1,30,,,,,,,12,2
บริษัท แกรนด์โฮมมาร์ท จำกัด,0-1055-32086-18-3,82/90 ม.6 ถ.งามวงศ์วาน แขวงทุ่งสองห้อง เขตหลักสี่ กทม. 10210,,,02-954-1090,,1,30,,,,,,,12,2
"Issara Solutions Co.,Ltd",0-1055-52044-91-5,125/28 Moo 8 Bangkrasor Muangnonthaburi Nonthaburi 11000,,,02-9508884,,1,30,,,,,,,12,2
บริษัท เจมส์ ดีน จำกัด,0-1055-57083-80-3,509 ซ.ศูนย์วิจัย แขวงบางกะปิ เขตห้วยขวาง กทม. 10310,,,081-922-1711,,1,30,,,,,,,12,2
บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,0-1055-13004-49-5,106 ม.4 นิคมอุตสาหกรรมลาดกระบัง ถ.ฉลองกรุง แขวงลำปลาทิว เขตลาดกระบัง กทม.,,,02-326-0902,,1,30,,,,,,,12,2
บริษัท โมโน เจนเนอเรชั่น จำกัด,0-1055-40096-11-7,"อาคารจัสมิน อินเตอร์เนชั่นแนล ชั้น 16 เลขที่ 200 หมู่ 4 ถนนแจ้งวัฒนะ ปากเกร็ด, นนทบุรี 11120",,,02-502-0700,,1,30,,,,,,,12,2
บริษัท เปเปอร์ กรีน จำกัด,0-1355-52003-28-3,59/240 หมู่ที่ 6 ตำบลคูคต อำเภอลำลูกกา ปทุมธานี 12130,,,02-682-8852,,1,30,,,,,,,12,2
บริษัท ทเวลฟ์ มีเดีย จำกัด,0-1355-56009-84-7,200/256 ถนนแจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพ 10210,,,02-576-1588,,1,30,,,,,,,12,2
"Red Mango Co., Ltd.",0-1055-49089-58-7,"3rd fl., Mobicom Building, 112/4 Soi Narathiwat-Ratchanakarin Narathiwat-Ratchanakarin Road, Thongmahamek, Sathorn, Bang",,,02-685-3121,,1,30,,,,,,,12,2
Hilding Anders (Thailand) Limited,0-1055-17012-25-5,76 Moo 5 Buengkamproy Lumlukka Pathumthani Thailand 12150,,,02-9878000,,1,30,,,,,,,12,2
TRUE DIGITAL CONTENT AND MEDIA COMPANY LIMITED,0-1055-57064-78-7,"121/102, 121/103 RS TOWER, Ratchadapisek Rd.,Din Daeng, Bangkok 10400",,,02-699-2552,,1,60,,,,,,,12,2
"UNITED FUTURE Co.,Ltd.",0-1055-58063-93-8,"994 Charoenkrung Road, Taladnoi Bangkok",,,081-443-7443,,1,30,,,,,,,12,2
Wisdom Cluster,0-1255-56019-13-3,"103 Moo 2, Ratchaphruek Rd. Bangkhungong, Bang Kruai, Nonthaburi 11130",,,028332802-5,,1,30,,,,,,,12,2
บริษัท เวิร์คพอยท์ พับลิชชิ่ง จำกัด,0-1055-45130-72-1,99 หมู่ 2 ต.บางพูน อ.เมืองปทุมธานี จ.ปทุมธานี 12000,,,028332802-5,,1,90,,,,,,,12,2
บริษัท ก.พล (1996) จำกัด,0-1055-39045-08-3,882-882/2 รามคำแหง 170 แขวงมีนบุรี เขตมีนบุรี กรุงเทพฯ 10510,,,02-917-7356,,1,30,,,,,,,12,2
